event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN11649,2023/05/19,"2023","2",Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Kenya (2022-),,"1",Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),"4","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"3","Citizen (Kenya); K24; KTN News (Kenya); Star (Kenya)",National,"Weapons seizure: Around 19 May 2023 (as reported), police seized 148 illegally owned guns within a period of three weeks, across the 6 counties affected by the pastoral militia, out of which 96 were surrendered by suspected Samburu militia (coded to county headquarters as Maralal, Samburu Central, Samburu) following the ongoing security operation against pastoral militia that has resulted in the displacement of populations and destruction of property.","0",,"1684786617"
KEN11635,2023/05/17,"2023","1",Strategic developments,Strategic developments,Change to group/activity,Government of Kenya (2022-),,"1",,,"0","10",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"2","Capital FM; Citizen (Kenya); Daily Nation (Kenya); Kenya Broadcasting Corporation; NTV (Kenya); Twitter",New media-National,"Security measures: On 17 May 2023, the government declared a 30-day dusk-to-dawn curfew in Loroki and Kirisia divisions (coded as Maralal, Samburu Central Samburu). This is following a recent spate of insecurity in the divisions, orchestrated by suspected ethnic pastoral militias.","0",,"1684786617"
KEN11639,2023/05/17,"2023","1",Demonstrations,Protests,Peaceful protest,Protesters (Kenya),"Samburu Ethnic Group (Kenya); Pastoralists (Kenya)","6",,,"0","60",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Porro,Malaso,1.2333,36.5167,"2","Citizen (Kenya); Twitter",New media-National,"On 17 May 2023, members of the Samburu council of elders protested in Samburu West (coded as Malaso, Samburu Central, Samburu) against increased insecurity following attacks by suspected pastoral militia. Led by the council secretary, group demanded government to address the matter.","0",crowd size=no report,"1684786617"
KEN11613,2023/05/16,"2023","2",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Military Forces of Kenya (2022-),,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"3",Citizen (Kenya),National,"Around 16 May 2023 (as reported), unidentified militia (described as bandits) clashed with military officers during a raid at Loibor-Nkare village (coded to county headquarters as Maralal, Samburu Central, Samburu). One military officer sustained injuries.","0",,"1684786617"
KEN11593,2023/05/14,"2023","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",Civilians (Kenya),,"7","27",Civilian targeting,"404",Eastern Africa,Kenya,Mandera,Mandera East,Khalalio,Karo,3.8776,41.6941,"2","Kenya Standard; Star (Kenya)",National,"On 14 May 2023, an IED planted by suspected Al Shabaab detonated, targeting a public service vehicle traveling to Mandera Town from Elwak at Burta Ashaqa village near Karo (Mandera East, Mandera). Two passengers were injured during the incident.","0",,"1684786617"
KEN11636,2023/05/14,"2023","1",Strategic developments,Strategic developments,Looting/property destruction,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",,"404",Eastern Africa,Kenya,Laikipia,Laikipia North,Mugogodo West,Mukogodo,0.4833,36.9333,"2","Daily Nation (Kenya); Kenya Broadcasting Corporation; NTV (Kenya); Opera News (Kenya); People Daily",New media-National,"Looting: On 14 May 2023, unidentified militia (described as bandits) invaded Enasoit ranch near Mukogodo (Laikipia North, Laikipia) and made away with 75 heads of cattle.","0",,"1684786617"
KEN11643,2023/05/14,"2023","1",Political violence,Battles,Armed clash,Police Forces of Kenya (2022-) National Police Reservists,,"1",Unidentified Ethnic Militia (Kenya),,"4","14",,"404",Eastern Africa,Kenya,Laikipia,Laikipia North,Mugogodo West,Mukogodo,0.4833,36.9333,"2","Daily Nation (Kenya); Kenya Broadcasting Corporation; NTV (Kenya); Opera News (Kenya); People Daily",New media-National,"On 14 May 2023, a multi-agency security team (coded as national police reservist-NPR), intercepted and clashed with unidentified militia (described as bandits) at Lndonyo Leta area near Mukogodo forest (Laikipia North, Laikipia) after receiving a distress call of heads cattle stolen from Enasoit ranch (coded separately). One militiaman was killed, an NPR officer injured, all the 75 cattle were recovered (other sources mention that only 73 cattle were recovered while 2 were shot dead) during the incident.","1",,"1684786617"
KEN11569,2023/05/13,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Porro,Malaso,1.2333,36.5167,"1",Kenya Broadcasting Corporation,National,"On 13 May 2023, unidentified militia (described as bandits) attacked and killed a man in Siambu area of Malaso (Samburu Central, Samburu) over unclear reasons.","1",,"1684786617"
KEN11571,2023/05/13,"2023","2",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-) General Service Unit,,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,"1","Nairobi News; Star (Kenya)",National,"Around 13 May 2023 (as reported), suspected Al Shabaab militants ambushed two vehicles that were carrying 25 general service police officers along Rhamu-Elwak road at Isaqora area of Rhamu (Mandera North, Mandera). Two officers sustained injuries during the incident.","0",,"1684786617"
KEN11575,2023/05/13,"2023","1",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Police Forces of Kenya (2022-),,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Suguta Marmar,Logorate,0.8521,36.6234,"1","Citizen (Kenya); Kenya Broadcasting Corporation",National,"On 13 May 2023, unidentified militia (described as bandits) clashed with security officers, coded as police, in Logorate (Samburu Central, Samburu) as the group was fleeing with 200 stolen livestock. A herder and a militia were killed during the incident.","2",,"1684786617"
KEN11565,2023/05/12,"2023","1",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Police Forces of Kenya (2022-) National Police Reservists,,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu North,Nachola,Marti,1.4771,36.7236,"2","Citizen (Kenya); Twitter",New media-National,"On 12 May 2023, unknown number of attackers (described as bandits) ambushed herders and attempted to make away with livestock, before being repulsed by police reservists in Ngata Nanyeki village near Marti (Samburu North, Samburu). One attacker and a herder were killed during the incident and all the livestock was recovered.","2",,"1684786617"
KEN11652,2023/05/12,"2023","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,"2",Calamada,Regional,"On 12 May 2023, an IED planted by suspected Al Shabaab detonated, targeting Security forces convoy (coded as police) travelling in between Bura and Garissa (coded as Garissa, Garissa, Garissa). Causalities unknown. Al Shabaab claimed responsibility.","0",,"1684786617"
KEN11653,2023/05/12,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"1",Calamada,Regional,"On 12 May 2023, Al Shabaab ambushed security forces (coded as police) convoy in between Jabi and Ramo in Mandera town (Mandera East, Mandera). Causalities unknown. Al Shabaab claimed responsibility.","0",,"1684786617"
SOM40241,2023/05/12,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Somali Memo,National,"On 12 May 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a forward operation base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1684786618"
KEN11555,2023/05/11,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Saku,Sagante,Badasa,2.2562,38.036,"1",Star (Kenya),National,"On 11 May 2023, unknown assailants (described as bandits), stormed a manyatta (homestead), before shooting and killing two people in Badasa (Saku, Marsabit). The reason for the killing remains unclear.","2",,"1684786617"
KEN11543,2023/05/10,"2023","1",Strategic developments,Strategic developments,Other,Government of Kenya (2022-),,"1",Government of Ethiopia (2018-),Government of Somalia (2022-),"8","18",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"1",Star (Kenya),National,"Other: On 10 May 2023, the government launched a cross-border security project in Mandera (Mandera East, Mandera) that will see the Kenya share intelligence, border security management, surveillance of movement of arms among other security components with neighboring Somalia and Ethiopia.","0",,"1684786617"
SOM40210,2023/05/08,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kolbiyow,-1.1369,41.2174,"1","Calamada; Somali Memo; Undisclosed Source",Local partner-Other,"On 8 May 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a forward operation base in Kolbiyow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1684786618"
SOM40197,2023/05/07,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Calamada,National,"On 7 May 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a forward operation base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1684786618"
KEN11498,2023/05/06,"2023","1",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Police Forces of Kenya (2022-) National Police Reservists,,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Porro,Malaso,1.2333,36.5167,"1",Citizen (Kenya),National,"On 6 May 2023, unidentified militia (described as bandits) clashed with national police reservists (NPRs) in Siambu area of Malaso (Samburu Central, Samburu) as the group was fleeing with 200 stolen livestock. One NPR was killed, and his gun stolen during the incident.","1",,"1684786617"
KEN11518,2023/05/06,"2023","1",Strategic developments,Strategic developments,Looting/property destruction,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Burat,Leparua,0.38,37.4473,"1","Citizen (Kenya); K24; Kenya Broadcasting Corporation; Star (Kenya); Twitter",New media-National,"Property destruction: On 6 May 2023, over seven armed attackers (described as bandits from neighboring villages), stormed Olng'arua primary school and started shooting, before setting ablaze two vehicles, vandalized and torched three classes and a residential building, destroyed water tanks, a biogas digester in Leparua (Isiolo, Isiolo). The militia also made away with a motorcycle and a water pump.","0",,"1684786617"
KEN11596,2023/05/04,"2023","1",Demonstrations,Riots,Violent demonstration,Rioters (Kenya),,"5",Police Forces of Kenya (2022-),,"1","15",,"404",Eastern Africa,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,"1","Citizen (Kenya); KTN News (Kenya); NTV (Kenya); Opera News (Kenya); TUKO; Twitter",New media-National,"On 4 May 2023, residents barricaded unspecified roads with burning tires in Wajir town (Wajir East, Wajir) in demonstration against the killing of two people by the Kenya wildlife rangers, accused of engaging in Giraffe poaching. Police used teargas and live bullets to disperse the group. A 12-year-old boy was shot dead during the incident.","1",crowd size=no report,"1684786617"
KEN11538,2023/05/02,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Saku,Sagante,Badasa,2.2562,38.036,"1","Capital FM; Citizen (Kenya); Daily Nation (Kenya); Star (Kenya); Twitter",New media-National,"On 2 May 2023, unidentified assailants shot dead four people (a retired police officer, his wife, one child, and another male relative), and injured two other people while traveling along the along Marsabit -Badasa road at Midrock area (coded as Badasa, Saku, Marsabit). The incident happened in the context of ethnic clashes in the area.","4",,"1684786617"
KEN11581,2023/05/01,"2023","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",Police Forces of Kenya (2022-) General Service Unit,,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,"2","Kenya Standard; Star (Kenya)",National,"On 1 May 2023, an Al Shabaab remote-controlled explosive detonated, targeting general service unit police offices traveling to Mandera town at Rhamu (other sources mention Burta Ashaqa village) (Mandera North, Mandera). Six officers were injured.","0",,"1684786617"
KEN11588,2023/05/01,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,"3",Civilians (Kenya),Labor Group (Kenya),"7","37",Civilian targeting,"404",Eastern Africa,Kenya,Garissa,Lagdera,Benane,Benane,0.5,38.6667,"2",Star (Kenya),National,"On 1 May 2023, unknown people erected a roadblock using logs, before shooting at a lorry driver along the Garbatulla-Benane road (coded as Benane, Lagdera, Garissa). The driver escaped unhurt.","0",,"1684786617"
KEN11492,2023/04/30,"2023","1",Political violence,Battles,Armed clash,Police Forces of Kenya (2022-) National Police Reservists,"Police Forces of Kenya (2022-); Unidentified Communal Group (Kenya)","1",Borana Ethnic Militia (Kenya),,"4","14",,"404",Eastern Africa,Kenya,Isiolo,Garbatulla,Kinna,Kinna,0.3167,38.2,"2","Capital FM; Daily Nation (Kenya); Kenya Broadcasting Corporation; Kenya Standard; NTV (Kenya); People Daily; Star (Kenya)",New media-National,"On 30 April 2023, chiefs, police and national police reservists clashed with suspected Borana militia (described as bandits from Isiolo county) near Kinna (Garbatulla, Isiolo) as they pursued the group who had stolen animals (coded separately). A former member of county assembly (MCA) who had accompanied the security officers was shot and injured during the incident (however, the minister for interior said the former MCA might have been shot by the officers). The victim later succumbed to the injuries.","1",,"1684786617"
KEN11577,2023/04/30,"2023","1",Political violence,Battles,Armed clash,Unidentified Armed Group (Kenya),,"3",Police Forces of Kenya (2022-),,"1","13",,"404",Eastern Africa,Kenya,Marsabit,Laisamis,Loiyangalani,Loiyangalani,2.7601,36.7087,"1",Star (Kenya),National,"On 30 April 2023, suspected ethnic militia (described as local gunmen) ambushed police officers from the anti-stock theft unit in Loiyangalani also known as Loyangalan (Laisamis, Marsabit). One officer sustained gunshot wounds.","0",,"1684786617"
KEN11495,2023/04/29,"2023","1",Strategic developments,Strategic developments,Looting/property destruction,Borana Ethnic Militia (Kenya),,"4",Civilians (Kenya),Farmers (Kenya),"7","47",,"404",Eastern Africa,Kenya,Meru,Igembe North,Antubetwe Kiongo,Malaene,0.3128,38.085,"1","NTV (Kenya); Star (Kenya)",New media-National,"Looting: On 29 April 2023, suspected Borana militia (described as bandits from Isiolo county), raided a home (assumed farm) in Malaene (Igembe North, Meru) before walking away with 71 goats (other sources mention over 80 goats).","0",,"1684786617"
SOM40143,2023/04/29,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Calamada; Somali Memo",National,"On 29 April 2023, overnight, Al Shabaab conducted a hit and run attack targeting ATMIS KDF at base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1684786618"
KEN11584,2023/04/25,"2023","1",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Private Security Forces (Kenya),,"8","48",,"404",Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,"1","Daily Nation (Kenya); Star (Kenya)",National,"On 25 April 2023, unknown armed assailants shot dead a security guard manning private premises within Marsabit town (Saku, Marsabit). The motive was allegedly due to a retaliatory attack and happened in the context of ethnic clashes in the area.","1",,"1684786617"
KEN11490,2023/04/24,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),"Taxi Drivers (Kenya); Government of Kenya (2022-)","7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Saku,Sagante,Badasa,2.2562,38.036,"2",Star (Kenya),National,"On 24 April 2023, two armed unknown men in police uniform (described as suspected armed bandits) attacked a boda boda taxi operator and a woman pillion passenger (who worked as a Constituency Development Officer (CDF) officer), around Bank-quarters while heading to Badasa (Saku, Marsabit). The woman was killed, and the taxi operator sustained gunshot wounds during the incident.","1",,"1683042579"
KEN11578,2023/04/24,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,"1",Star (Kenya),National,"On 24 April 2023, unknown assailants shot dead a 70-year-old man in Marsabit town (Saku, Marsabit) over unclear reasons. The incident happened in the context of ethnic clashes in the area.","1",,"1684786617"
KEN11491,2023/04/22,"2023","1",Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Kenya (2022-),,"1",Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),"4","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"3",Star (Kenya),National,"Weapons seizure: On 22 April 2023, police seized five rifles and more than 10,000 bullets from Parikat (coded to county headquarters as Maralal, Samburu Central, Samburu) when suspected five Samburu militia surrendered the weapons following the ongoing security operation against pastoral militia that has resulted in the displacement of populations and destruction of property.","0",,"1683042579"
KEN11416,2023/04/21,"2023","2",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Police Forces of Kenya (2022-) National Police Reservists,,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"3","Citizen (Kenya); Twitter",New media-National,"Around 21 April 2023 (as reported), unidentified militia (described as bandits) raided an unspecified village and made away with unknown number of livestock in Samburu county (coded to the county headquarters as Maralal, Samburu Central, Samburu). National police reservists repulsed the attackers and recovered the stolen livestock. One person sustained injuries during the incident.","0",,"1682451266"
KEN11607,2023/04/21,"2023","1",Strategic developments,Strategic developments,Other,Police Forces of Kenya (2022-),,"1",Civilians (Kenya),Al Shabaab,"7","17",,"404",Eastern Africa,Kenya,Mandera,Mandera South,Wargadud,Wargadud,3.1863,40.8677,"1",Kenya Standard,National,"Other: On 21 April 2023, police arrested a Somali national in Wargadud township (Mandera South, Mandera) suspected of providing sensitive information to Al Shabaab.","0",,"1684786617"
SOM40050,2023/04/19,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Calamada; Undisclosed Source",Local partner-Other,"On 19 April 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1682451266"
SOM40051,2023/04/19,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kolbiyow,-1.1369,41.2174,"1","Calamada; Undisclosed Source",Local partner-Other,"On 19 April 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a base in Kolbiyow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1682451266"
KEN11494,2023/04/19,"2023","2",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Meru,Igembe North,Antubetwe Kiongo,Malaene,0.3128,38.085,"1",NTV (Kenya),New media,"Around 19 April 2023 (week of), unknown assailants (described as bandits), invaded a home in Malaene (Igembe North, Meru) before walking away with an unknown number of livestock. They killed 2 people and another person went missing.","2",,"1684786617"
SOM40107,2023/04/18,"2023","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Somalia),,"3",Civilians (Somalia),,"7","37",Civilian targeting,"706",Eastern Africa,Somalia,Lower Juba,Afmadow,,Dhobley,0.4063,41.0124,"1",Undisclosed Source,Local partner-Other,"On 18 April 2023, five children were hit by a UXO, planted by an unidentified group, that exploded while playing in a muddy area in Bosnia village in Dhobley town (Afmadow, Lower Juba). One child was killed and one other was injured.","1",,"1682451266"
KEN11406,2023/04/14,"2023","1",Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Kenya (2022-),,"1",Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),"4","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"2","Daily Nation (Kenya); NTV (Kenya); Star (Kenya)",New media-National,"Weapons seizure: On 14 April 2023, police seized more than 90 firearms (about 79 from Samburu North alone) and 161 rounds of ammunition (coded to county headquarters as Maralal, Samburu Central, Samburu) when suspected Samburu militia surrendered the weapons following the ongoing security operation against pastoral militia that has resulted in the displacement of populations and destruction of property.","0",,"1681739330"
SOM40042,2023/04/14,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Calamada,National,"On 14 April 2023, Al Shabaab attacked ATMIS KDF troops in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1681739331"
KEN11413,2023/04/13,"2023","1",Strategic developments,Strategic developments,Agreement,Rendilles Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Government of Kenya (2022-),,"1","14",,"404",Eastern Africa,Kenya,Marsabit,Saku,Karare,Karare,2.3208,37.6038,"1",Star (Kenya),National,"On 13 April 2023, Rendilles community elders and women leaders agreed with the county department of administration, cohesion and disaster management in Karare (Saku, Marsabit) to end conflicts and address the pastoral militia challenges.","0",,"1682451266"
KEN11397,2023/04/12,"2023","1",Demonstrations,Protests,Peaceful protest,Protesters (Kenya),Labor Group (Kenya),"6",,,"0","60",,"404",Eastern Africa,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,"1",Star (Kenya),National,"On 12 April 2023, contractors and residents protested outside the Kenya development response to displacement impact project (KDRDIP) offices in Garissa (Garissa, Garissa) in support of its implementation, alleging it had positively impacted their lives. The group demanded the officials contracts not to be renewed.","0",crowd size=no report,"1681739330"
KEN11385,2023/04/11,"2023","1",Demonstrations,Protests,Peaceful protest,Protesters (Kenya),,"6",,,"0","60",,"404",Eastern Africa,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,"1","Kenya Broadcasting Corporation; Star (Kenya)",National,"On 11 April 2023, hundreds of residents protested outside the Kenya development response to displacement impact project (KDRDIP) offices in Garissa (Garissa, Garissa) against the lack of transparency and utmost good faith in its implementation. The group demanded all projects suspended with immediate effect and the Nairobi office to help address their grievances. Police were called to restore order. It is unclear whether the police dispersed the group.","0",crowd size=hundreds,"1681739330"
KEN11388,2023/04/09,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Angata Nayokie,Morijo,1.2878,36.65,"2","KTN News (Kenya); NTV (Kenya)",New media-National,"On 9 April 2023, unknown people (described as bandits) shot and killed one person in Morijo and two others at Lorian, Samburu North (coded as Morijo, Samburu Central, Samburu). No animals were stolen (other sources mention the victims as national police reservists and further note that not less than 200 herds of cattle were stolen).","3",,"1681739330"
SOM39930,2023/04/06,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Calamada,National,"On 6 April 2023, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a forward operation base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1681225751"
KEN11325,2023/04/04,"2023","1",Political violence,Battles,Armed clash,Police Forces of Kenya (2022-),,"1",Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),"4","14",,"404",Eastern Africa,Kenya,Samburu,Samburu North,Ndoto,Loikumkum,1.6848,37.1384,"1","K24; Kenya Broadcasting Corporation; National Police Service-Kenya; Twitter",Other-New media,"On 4 April 2023, unknown militia (described as bandits) made away with 10 camels at Mpaas area of Loikumkum (Samburu North, Samburu) stolen from a grazing field. Police subdued the militia and recovered six camels. Casualties unknown.","0",,"1681225749"
KEN11329,2023/04/04,"2023","1",Political violence,Violence against civilians,Attack,Police Forces of Kenya (2022-),,"1",Civilians (Kenya),,"7","17",Civilian targeting,"404",Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,"1","Citizen (Kenya); Star (Kenya)",National,"On 4 April 2023, police officers strangled a man to death (attempting to force him to vomit) in Kijitoni area of Lamu (Lamu West, Lamu) for allegedly being found in possession of a controlled substance believed to be heroin and swallowed the evidence.","1",,"1681225749"
KEN11335,2023/04/04,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Suguta Marmar,Lolmolog,0.9381,36.499,"2","Citizen (Kenya); Kenya Broadcasting Corporation; Twitter",New media-National,"On 4 April 2023, (overnight), unidentified militia (described as bandits) killed two people and injured two others in Lolmolog and Nkusoro villages (coded as Lolmolog, Samburu Central, Samburu). Some sources mention that unknown number of livestock was stolen.","2",,"1681225749"
KEN11342,2023/04/04,"2023","1",Demonstrations,Protests,Peaceful protest,Protesters (Kenya),Labor Group (Kenya),"6",,,"0","60",,"404",Eastern Africa,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,"1","K24; Kenya Broadcasting Corporation; NTV (Kenya); Star (Kenya); Twitter",New media-National,"On 4 April 2023, hundreds of county workers who were dismissed marched to the Garissa county assembly (Garissa, Garissa) against the move by the executive to refuse to reinstate them despite a court order. The group demanded to be reinstated.","0",crowd size=hundreds,"1681225749"
KEN11344,2023/04/04,"2023","1",Demonstrations,Riots,Violent demonstration,Rioters (Kenya),,"5",Police Forces of Kenya (2022-),,"1","15",,"404",Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,"1","Citizen (Kenya); Daily Nation (Kenya); Star (Kenya)",National,"On 4 April 2023, youth barricaded the Lamu Old Town-King Fahd route with burning tires, with some pelting stones at King Fahad Kisiwani hospital in Lamu (Lamu West, Lamu) in a demonstration against the killing of their colleague by the police (admitted to hospital), after being found in possession of a controlled substance believed to be heroin and swallowed it (coded separately). Police fired in the air to disperse the group; a patient in the hospital died due to shock.","1",crowd size=no report,"1681225749"
KEN11361,2023/04/04,"2023","1",Political violence,Riots,Mob violence,Rioters (Kenya),,"5",Police Forces of Kenya (2022-),,"1","15",,"404",Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,"1","Citizen (Kenya); Star (Kenya)",National,"On 4 April 2023, a mob attacked and killed a police officer and injured three others in Kijitoni area of Lamu (Lamu West, Lamu) for allegedly strangling a man to death (coded separately).","1",crowd size=no report,"1681225749"
