event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN9758,2022/12/11,"2022","1",Demonstrations,Riots,Violent demonstration,Rioters (Kenya),,"5",,,"0","50",,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Ngare Mara,Ngeramara,0.5965,37.623,"1",Citizen (Kenya),National,"On 11 December 2022, local residents barricaded the Isiolo-Archers road with stones and bonfires, while chanting at Ngeramara (Isiolo, Isiolo), in demonstration against alleged harassment by officers from the Kenya defense forces, following a land dispute. The group demanded president to help address the matter.","0",crowd size=no report,"1673291087"
KEN10631,2022/12/11,"2022","1",Strategic developments,Strategic developments,Other,Police Forces of Kenya (2022-),,"1",Al Shabaab,"Civilians (Ethiopia); Civilians (Tanzania)","2","12",,"404",Eastern Africa,Kenya,Garissa,Dadaab,Liboi,Liboi,0.3534,40.8723,"1","Citizen (Kenya); Kenyans.co",National,"Other: On 11 December 2022, police officers apprehended one Tanzania national and five Ethiopian national at the Liboi border point (Dadaab, Garissa), suspected to be Al Shabaab trainees who had the training camp in Somalia and attempted to sneak into Kenya, following a sustained offensive by the Somali National Army and other local personnel.","0",,"1679360211"
KEN9739,2022/12/11,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-) National Police Reservists,,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Jabibar,3.8363,41.19,"1","Citizen (Kenya); Kenya Standard; Star (Kenya)",National,"On 11 December 2022, suspected Al Shabaab militants opened fire on a vehicle along the Rhamo-Elwak road at Jabibar (Mandera North, Mandera). A Kenya rural roads authority engineer and his 10-year-old son were killed and three National police reservists were injured during the incident.","2",,"1679360218"
KEN9751,2022/12/10,"2022","2",Strategic developments,Strategic developments,Change to group/activity,Al Shabaab,,"2",,,"0","20",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"2",Star (Kenya),National,"Movement of forces: Around 10 December 2022 (as reported), more security personnel have been taken to parts of the north-eastern region bordering the Kenya-Somalia border [coded as Mandera, Mandera East, Mandera], to avert Al Shabaab militants from crossing from Somali to Kenya.","0",,"1673291087"
KEN9773,2022/12/10,"2022","2",Political violence,Battles,Armed clash,Garre Ethnic Militia (Kenya),,"4",Degodia Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Jabibar,3.8363,41.19,"2",Kenya Standard,National,"Around 10 December 2022 (as reported), suspected Garre and Degodia communities clashed with each other along the Rhamu-sala-jabibar corridor [coded as Jabibar, Mandera North, Mandera], following a dispute over the ownership of farmland. No fatalities.","0",,"1673291087"
SOM38886,2022/12/09,"2022","1",Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,"1",Military Forces of Somalia (2022-) Jubaland Security Force,,"1","11",,"706",Eastern Africa,Somalia,Gedo,Ceel Waaq,,El Wak,2.7352,41.0177,"1","Caasimada; Radio Dalsan; Radio Risala",National,"On 9 December 2022, government soldiers (SNA) attacked Jubaland security forces at a base in El Wak town (Ceel Waaq, Gedo). Both sides exchanged heavy gunfire. Two soldiers were killed. The motive of the attack was due dispute between the forces.","2",,"1670859657"
KEN9692,2022/12/08,"2022","2",Political violence,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,"2",Civilians (Kenya),Aid Workers (Kenya),"7","27",Civilian targeting,"404",Eastern Africa,Kenya,Mandera,Mandera South,Kotulo,El Ramu,2.332,40.889,"2","Daily Nation (Kenya); Kenya Standard; Star (Kenya)",National,"Around 8 December 2022 (as reported), four suspected Al Shabaab militants hijacked a driver and a vehicle belonging to a local humanitarian agency in Kotulo between Elram and Falama areas, south of Mandera [coded as El Ramu, Mandera South, Mandera]. The driver was released unharmed in the evening together with the vehicle.","0",,"1670859656"
KEN9700,2022/12/07,"2022","1",Political violence,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Burat,Burat,0.4271,37.4419,"1","Citizen (Kenya); Daily Nation (Kenya)",National,"On 7 December 2022, suspected Samburu militia shot and killed two people riding on a motorcycle at Mlango area of Burat (Isiolo North, Isiolo). The motive of the attack remains unclear.","2",,"1670859656"
SOM38867,2022/12/07,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Al Furqaan; Calamada",National,"On 7 December 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570802"
KEN9685,2022/12/06,"2022","1",Political violence,Riots,Mob violence,Rioters (Kenya),Miners (Kenya),"5",Civilians (Kenya),Miners (Kenya),"7","57",Civilian targeting,"404",Eastern Africa,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,"2",Star (Kenya),National,"On 6 December 2022, about 12 assailants, (presumed miners), armed with pangas and AK47 rifles attacked their rivals at the quarry in Harmadhey near Garissa (Garissa, Garissa), over claims of ownership. One miner was shot dead, and four others wounded during the incident.","1",crowd size=no report,"1670859656"
KEN9674,2022/12/05,"2022","2",Political violence,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Laisamis,Laisamis,Laisamis,1.6,37.8,"2",Star (Kenya),National,"Around 5 December 2022 (as reported), unidentified communal militia raided Parchuma village in Laisamis [coded as Laisamis, Laisamis, Marsabit], and shot dead one herder before making away with over 400 herds of cattle towards Sikinite area.","1",,"1670859656"
KEN9680,2022/12/05,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Garissa,Fafi,Jarajila,Hagadera,0.0095,40.3756,"1",Star (Kenya),National,"On 5 December 2022, suspected Al Shabaab militants ambushed a group of 10 police officers in Hagadera (Fafi, Garissa). The attack was initiated with RPGs, PKMs and heavy gunfire from Al Shabaab, before the police managed to repulse the militants. A police lorry was damaged, and two police officers injured. Police recovered a rocket propelled grenade 60 mm with charge and used cartridges at the site, and later managed to safely detonate the bomb.","0",,"1679360218"
KEN9677,2022/12/04,"2022","1",Political violence,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Government of Kenya (2022-),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Laikipia,Laikipia North,Mugogodo West,Mukogodo,0.4833,36.9333,"2","Daily Nation (Kenya); Kenya Broadcasting Corporation",National,"On 4 December 2022, three suspected Samburu militia raided the homestead of a local chief, ransacked his house in Tiamamut village near Mukogodo (Laikipia North, Laikipia), allegedly in search of a firearm and on failing to get the gun, they shot and killed him.","1",,"1680570815"
KEN9702,2022/12/03,"2022","2",Political violence,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Laisamis,Laisamis,Laisamis,1.6,37.8,"2",Star (Kenya),National,"Around 3 December 2022 (weekend of), unidentified armed militia raided Kituruni and Ilpus villages in Laisamis [coded as Laisamis, Laisamis, Marsabit], shot and injured one herder before making away with over 180 cows. Police later recovered 110 of the stolen cows.","0",,"1670859656"
SOM38822,2022/12/03,"2022","1",Political violence,Battles,Armed clash,Marehan Clan Militia (Somalia),,"4",Garre Clan Militia (Somalia),,"4","44",,"706",Eastern Africa,Somalia,Gedo,Ceel Waaq,,El Wak,2.7352,41.0177,"1",Undisclosed Source,Local partner-Other,"On 3 December 2022, Marehan clan militia clashed with Garre clan militia over land dispute in El Wak town (Ceel Waaq, Gedo). One person was killed.","1",,"1670859657"
SOM38819,2022/12/02,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Al Furqaan; Calamada",National,"On 2 December 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570800"
SOM38820,2022/12/02,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kolbiyow,-1.1369,41.2174,"1","Al Furqaan; Calamada",National,"On 2 December 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Kolbiyow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570800"
KEN9659,2022/11/29,"2022","1",Political violence,Riots,Mob violence,Rioters (Kenya),,"5",Police Forces of Kenya (2022-),,"1","15",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"2","Daily Nation (Kenya); Star (Kenya)",National,"On 29 November 2022, unknown persons pelted stones and injured a police officer during the Kenya Certificate of Primary Education exam at the Tawakal primary school, coded to mandera (Mandera East, Mandera), for allegedly blocking their attempt to sneak mobile phones into the school.","0",crowd size=no report,"1679360218"
KEN9665,2022/11/29,"2022","1",Demonstrations,Protests,Protest with intervention,Protesters (International),Refugees/IDPs (International),"6",Police Forces of Kenya (2022-),,"1","16",,"404",Eastern Africa,Kenya,Garissa,Dadaab,Dadaab,Dadaab,0.0524,40.3086,"1",Star (Kenya),National,"On 29 November 2022, about 150 refugees protested at the Dadaab Law Courts (Dadaab, Garissa), against the arrest of their leader, accused of assault. Police used teargas to disperse the group.","0",crowd size=about 150,"1679360218"
KEN9856,2022/11/29,"2022","2",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"2",Somali Memo,Regional,"Around 29 November 2022 (as reported), suspected Al Shabaab attacked a police station in Qorof Harar area of Mandera [coded as Mandera, Mandera East, Mandera]. Casualties unknown.","0",,"1679360218"
KEN9655,2022/11/28,"2022","1",Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Shabaab,,"2",Civilians (Kenya),Pastoralists (Kenya),"7","27",Civilian targeting,"404",Eastern Africa,Kenya,Mandera,Mandera South,Kotulo,Daba Siti,2.6106,40.8863,"1",Kenya Standard,National,"On 28 November 2022, an explosive device by suspected Al Shabaab detonated, injuring two herders (minors) at Dabacity [coded as Daba Siti, Mandera South, Mandera], after the herders tinkered with it.","0",,"1670255295"
KEN9902,2022/11/28,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Wajir,Wajir East,Khorof,Khorof Harar,2.202,40.754,"1","Calamada; Somali Memo",Regional,"On 28 November 2022, overnight, Al Shabaab carried out a hit and run attack against police forces at a base in Khorof Harar town (Wajir East, Wajir). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570815"
KEN9669,2022/11/27,"2022","2",Political violence,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu East,Wamba North,Kalepo Camp,1.381,37.3193,"1",Star (Kenya),National,"Around 27 November 2022 (as reported), suspected armed Samburu herders attacked Kalepo Camp (Samburu East, Samburu). Casualties unknown.","0",,"1670255295"
KEN10576,2022/11/27,"2022","2",Demonstrations,Protests,Peaceful protest,Protesters (Kenya),,"6",,,"0","60",,"404",Eastern Africa,Kenya,Samburu,Samburu East,Wamba East,Wamba,0.9802,37.3235,"1",Kenya Broadcasting Corporation,National,"Around 27 November 2022 (as reported), local residents protested by horn blowing and chanting, as they marched in Wamba (Samburu East, Samburu), against poor management at the county's Catholic hospital. The group demanded the hospital boss transferred.","0",crowd size=no report,"1676323319"
KEN9649,2022/11/27,"2022","1",Strategic developments,Strategic developments,Other,Police Forces of Kenya (2022-),,"1",,,"0","10",,"404",Eastern Africa,Kenya,Samburu,Samburu East,Waso,Ndonyo Wasin,1.3485,37.4336,"1",Star (Kenya),National,"Other: On 27 November 2022, a multi-agency security team [coded as Police officers], conducted an intelligence-led operation at Ndonyo Wasin (Samburu East, Samburu), and recovered an AK-47 rifle with a loaded magazine, linked to a recent incident of illegal grazing and an attack at Kalepo camp. [coded separately]","0",,"1679360218"
KEN9848,2022/11/26,"2022","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",Military Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"2",Somali Memo,Regional,"On 26 November 2022, a suspected Al Shabaab remote controlled IED detonated, targeting Kenya military forces on foot patrol at Kharagsi area of Mandera [coded as Mandera, Mandera East, Mandera]. Casualties unknown.","0",,"1679360218"
SOM38772,2022/11/26,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Calamada,National,"On 26 November 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570800"
KEN9849,2022/11/25,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Military Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,"2",Somali Memo,Regional,"On 25 November 2022, suspected Al Shabaab militants attacked Kenya military forces at Qorofharaar district of Wajir [coded as Wajir, Wajir East, Wajir]. Casualties unknown.","0",,"1679360218"
SOM38754,2022/11/24,"2022","1",Political violence,Battles,Armed clash,ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8",Al Shabaab,,"2","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Sariirle,-1.3007,41.4217,"2","Radio Risala; Hiiraan (Somalia)",National,"On 24 November 2022, ATMIS KDF forces in an operation clashed with Al Shabaab in a hideout near Sariirle village (Badhaadhe, Lower Juba). 12 militants were killed.","12",,"1669661987"
KEN9629,2022/11/23,"2022","1",Political violence,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),"5",Civilians (Kenya),,"7","57",Civilian targeting,"404",Eastern Africa,Kenya,Meru,Igembe North,Amwathi,Mutuati,0.3826,37.9855,"1",Daily Nation (Kenya),National,"On 23 November 2022, a mob beat up two men, part of a five men gang, with crude weapons and slashed them with pangas/machetes in Mutuati (Igembe North, Meru), for allegedly transporting goods they had looted from various shops and homes. Their associates managed to escape. The suspects were rescued by the police officers and they later succumbed to the injuries on arrival at the hospital.","2",crowd size=no report,"1669661987"
KEN9635,2022/11/23,"2022","1",Political violence,Battles,Armed clash,Samburu Communal Militia (Kenya),,"4",Police Forces of Kenya (2022-),,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu East,Wamba East,Wamba,0.9802,37.3235,"2",Daily Nation (Kenya),National,"On 23 November 2022, presumed Samburu militia clashed with the police escorting a Isolo magistrate, a court clerk, a prosecutor, an advocate and two law students, from a mobile court in an ambush in Daraja ya Mungu in Samburu East (Samburu), coded to Wamba. There were no fatalities.","0",,"1679360218"
KEN9654,2022/11/23,"2022","1",Political violence,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,"2",Civilians (Kenya),"Government of Kenya (2022-); Pastoralists (Kenya)","7","27",Civilian targeting,"404",Eastern Africa,Kenya,Mandera,Mandera South,Elwak North,El Wak,2.8094,40.9358,"2","Daily Nation (Kenya); Star (Kenya)",National,"On 23 November 2022, three suspected Al Shabaab abducted a herder near the Kenya-Somalia border [coded as El Wak, Mandera South, Mandera], for allegedly being a government informer. He was found at Borehole 11 on 29 November 29 after he had been abandoned by a car, with a chain on his leg.","0",,"1679360218"
KEN9630,2022/11/22,"2022","1",Strategic developments,Strategic developments,Other,Police Forces of Kenya (2022-),"Police Forces of Kenya (2013-) Kenya Wildlife Service Rangers; Police Forces of Kenya (2013-) Nyumba Kumi","1",,,"0","10",,"404",Eastern Africa,Kenya,Samburu,Samburu East,Waso,Ndonyo Wasin,1.3485,37.4336,"1",Star (Kenya),National,"Other: On 22 November 2022, police officers jointly with the Northern Rangeland Trust rangers [coded as wildlife rangers] and community-based policing committee members [coded as Nyumba Kumi], conducted a joint security operation in Leangata area of Ndonyo Wasin (Samburu East, Samburu), and recovered one illegal firearm and two rounds of ammunition","0",,"1679360218"
SOM38736,2022/11/22,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Military Forces of Somalia (2022-) Jubaland Security Force,,"1","12",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kolbiyow,-1.1369,41.2174,"1","Garowe Online; Calamada; Al Furqaan",National,"On 22 November 2022, overnight, Al Shabaab carried out a hit and run attack against Jubaland security forces at a base in Kolbiyow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570799"
SOM38721,2022/11/21,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Sariirle,-1.3007,41.4217,"1","Undisclosed Source; Caasimada; Radio Risala",Local partner-Other,"On 21 November 2022, Al Shabaab attacked ATMIS KDF at a forward operation base in Sariirle village (Badhaadhe, Lower Juba). Both sides exchanged heavy gunfire. One militant and eight soldiers were killed. Three others were injured.","9",,"1669661986"
KEN9627,2022/11/20,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",Police Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,"3",Kenya Standard,National,"On 20 November 2022, suspected Al Shabaab militants attacked a police post in an unspecified location within Mandera (Mandera East, Mandera), before being repulsed. Casualties unknown.","0",,"1679360218"
SOM38718,2022/11/20,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Calamada; Al Furqaan; Garowe Online",National,"On 20 November 2022, overnight, Al Shabaab carried out a hit and run attack against ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570799"
KEN10523,2022/11/18,"2022","1",Political violence,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),"5",Civilians (Kenya),,"7","57",Civilian targeting,"404",Eastern Africa,Kenya,Meru,Igembe North,Amwathi,Mutuati,0.3826,37.9855,"2",K24,National,"On 18 November 2022, a mob beat a man (ex-convict) to death in Mpitha village, near Mutuati (Igembe North, Meru), for allegedly being a nuisance to the residents, by attacking them with a panga (machete).","1",crowd size=no report,"1676323319"
KEN9613,2022/11/16,"2022","1",Strategic developments,Strategic developments,Other,Civilians (Kenya),Auliyan Clan Group (Kenya),"7",Civilians (Kenya),"UDM : United Democratic Movement; Kenya Kwanza Alliance","7","77",,"404",Eastern Africa,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,"3",Star (Kenya),National,"Other: On 16 November 2022, the Awliyahan community council of elders [coded as Auliyan clan group] endorsed Nasir Dolal Mohamed of UDM, Kenya kwanza as their sole candidate for the Garissa parliamentary seat [Garissa, Garissa, Garissa], in the forth-coming by-election.","0",,"1669047688"
SOM38634,2022/11/16,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Kolbiyow,-1.1369,41.2174,"1","Calamada; Al Furqaan; Undisclosed Source",Local partner-Other,"On 16 November 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Kolbiyow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570799"
SOM38635,2022/11/16,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1","Undisclosed Source; Al Furqaan; Calamada",Local partner-Other,"On 16 November 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570799"
KEN9584,2022/11/14,"2022","2",Political violence,Violence against civilians,Attack,Gabra Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Laisamis,Laisamis,Laisamis,1.6,37.8,"2",Citizen (Kenya),National,"Around 14 November 2022 (as reported), suspected Garba militia killed two people and injured three others at Galbokor area in Laisamis (Laisamis, Marsabit). The motive of the attack remains unclear.","2",,"1669047688"
KEN9585,2022/11/14,"2022","1",Political violence,Violence against civilians,Attack,Garba Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Saku,Sagante,Kubi Kalo,2.2238,38.0281,"1",Star (Kenya),National,"On 14 November 2022, suspected Gabra militia killed three people at Kalo area [coded as Kubi Kalo, Saku, Marsabit]. The motive of the killing remains unclear.","3",,"1669047688"
KEN10533,2022/11/14,"2022","2",Strategic developments,Strategic developments,Other,Government of Kenya (2022-),"Azimio la Umoja One Kenya Coalition Party; Jubilee Party","1",Civilians (Kenya),"Pastoralists (Kenya); Pokot Ethnic Group (Kenya); Samburu Ethnic Group (Kenya)","7","17",,"404",Eastern Africa,Kenya,Laikipia,Laikipia North,Sosian,Naibor Amani,0.8147,36.679,"1",K24,National,"Other: Around 14 November 2022 (as reported), the deputy county commissioner (DCC), area member of parliament (Jubilee) and a former national assembly speaker led peace talks bringing together elders from Samburu and Pokot communities in Naibor Amani primary school (Laikipia North, Laikipia), following recent communal clashes in the area, that led to the killing of two people. [coded separately]","0",,"1679360211"
SOM38688,2022/11/14,"2022","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Ras Kamboni,-1.6375,41.5877,"1","Somali Memo; Undisclosed Source; Calamada",Local partner-Other,"On 14 November 2022, an IED planted by Al Shabaab detonated, ATMIS KDF convoy in Ras Kamboni village (Badhaadhe, Lower Juba). Al Shabaab claimed killing eight soldiers and destroyed a water tanker.","8",,"1680570799"
KEN10516,2022/11/13,"2022","2",Political violence,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Police Forces of Kenya (2013-) General Service Unit,Police Forces of Kenya (2022-) National Police Reservists,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Lkuroto,1.0745,36.7021,"2","KTN News (Kenya); Opera News (Kenya)",National,"Around 13 November 2022 (as reported), suspected Pokot militia attacked Siambu and Lokorsuti villages [coded as Lkuroto, Samburu Central, Samburu]. Police from the GSU and NPRs responded and repulsed the attackers. One person was wounded, two cows killed, and three injured.","0",,"1679360211"
KEN9558,2022/11/10,"2022","1",Political violence,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),"Women (Kenya); Pastoralists (Kenya)","7","47",Civilian targeting,"404",Eastern Africa,Kenya,Laikipia,Laikipia North,Sosian,Naibor Amani,0.8147,36.679,"1","K24; Star (Kenya)",National,"On 10 November 2022, overnight, suspected Pokot militia killed a woman before driving off with 100 sheep and goats in Naibor Amani (Laikipia North, Laikipia).","1",,"1669047688"
SOM38607,2022/11/10,"2022","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Al Furqaan,National,"On 10 November 2022, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Hosingow village (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570799"
KEN9583,2022/11/09,"2022","2",Political violence,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Garissa,Lagdera,Benane,Benane,0.5,38.6667,"2",Daily Nation (Kenya),National,"Around 9 November 2022 (week of), suspected Borana militia attacked Bamba near Benane (Lagdera, Garissa) and made away with 80 heads of camels.","0",,"1669047688"
KEN9582,2022/11/09,"2022","2",Political violence,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Garbatulla,Sericho,Medina,0.5904,38.8313,"2",Daily Nation (Kenya),National,"Around 9 November 2022 (week of), suspected Borana militia attacked Medina and Bulo [coded as Medina, Lagdera, Garissa] and made away with 300 heads of goats and sheep, injuring unknown number of locals during the incident.","0",,"1669047688"
KEN9557,2022/11/09,"2022","1",Political violence,Battles,Armed clash,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Police Forces of Kenya (2022-),,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu North,Nachola,Suiyan,1.7045,36.7254,"1","K24; Star (Kenya)",National,"On 9 November 2022, three armed suspected Pokot militia attacked a police officer, immobilizing him, at Suiyan police post (Samburu North, Samburu), before making away with 4 rifles, 200 bullets.","0",,"1679360218"
KEN9580,2022/11/09,"2022","1",Political violence,Battles,Armed clash,Unidentified Armed Group (Kenya),,"3",Police Forces of Kenya (2022-),,"1","13",,"404",Eastern Africa,Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,"1","Citizen (Kenya); Daily Nation (Kenya); Kenya Standard",National,"On 9 November 2022, an unidentified armed group on motorcycles opened fired at police officers patrolling at Duma (coded to Merti, Cherab, Merti, Isiolo). 2 members of the group were shot dead while the rest made away. 2 AK 47, 16 spent cartridges, a military poach, an iTel phone and a motorcycle were retrieved. 30 Ethiopians, allegedly escorted by the armed group, were discovered hiding in the area and arrested by the police officers.","2",,"1679360218"
KEN9579,2022/11/08,"2022","2",Political violence,Battles,Armed clash,Police Forces of Kenya (2022-),,"1",Unidentified Communal Militia (Kenya),Pastoralists (Kenya),"4","14",,"404",Eastern Africa,Kenya,Isiolo,Garbatulla,Garbatulla,Garba Tula,0.5333,38.52,"1",Star (Kenya),National,"Around 8 November 2022 (as reported), police officers clashed with an unidentified militia in Garbatula [coded as Garba Tula, Garbatulla, Isiolo], and recovered 200 camels and 300 goats. No fatalities.","0",,"1679360218"
